name,salary_from,salary_to,salary_currency,area_name,published_at
Руководитель группы автоматизации и слаботочных систем,80000,110000,RUR,Воронеж,2022-12-20T12:55:01+0300
Бизнес-аналитик МСФО,,,,Воронеж,2022-12-20T12:59:48+0300
Руководитель проекта,,100000,RUR,Санкт-Петербург,2022-12-20T12:46:40+0300
Инженер-программист,88000,,RUR,Салехард,2022-12-20T13:38:28+0300
Business Data Engineer,,,,Ростов-на-Дону,2022-12-20T13:10:15+0300
"Старший разработчик Go, Рекламный кабинет",,,,Москва,2022-12-20T13:38:00+0300
"Ведущий разработчик PHP Symfony, Битрикс",,,,Москва,2022-12-20T12:22:57+0300
Android Developer,,,,Самара,2022-12-20T13:40:23+0300
Сетевой инженер,,,,Красноярск,2022-12-20T12:38:15+0300
Токарь 3 разряда,40000,40000,RUR,Большой Луг,2022-12-20T12:54:26+0300
Программист 1С,,,,Санкт-Петербург,2022-12-20T12:08:02+0300
Наладчик холодноштамповочного оборудования,1000,,BYR,Минск,2022-12-20T13:37:30+0300
Инженер-программист ПЛИС,,90000,RUR,Иваново (Ивановская область),2022-12-20T12:22:08+0300
Эксперт отдела специального программного обеспечения (системный администратор),,,,Москва,2022-12-20T12:13:43+0300
Инженер-программист АСУ ТП,40000,,RUR,Ковров,2022-12-20T13:14:05+0300
Главный механик по станочному оборудованию,65000,,RUR,Курган,2022-12-20T13:37:00+0300
"Руководитель проектов (транспортные сети, сети передачи данных)",100000,,RUR,Краснодар,2022-12-20T13:41:38+0300
"Монтажник связи СКС, ВОЛС",60000,80000,RUR,Руза,2022-12-20T12:53:53+0300
Иллюстратор по технической части,1000,,BYR,Брест,2022-12-20T13:21:22+0300
Консультант SAP EWM (удаленно),,,,Москва,2022-12-20T13:45:53+0300
Системный архитектор,,,,Москва,2022-12-20T13:39:30+0300
Специалист по информационным системам (НСИ),85000,,RUR,Москва,2022-12-20T13:24:18+0300
Business Analyst/Systems analyst,,,,Минск,2022-12-20T12:59:20+0300
Токарь,45000,,RUR,Екатеринбург,2022-12-20T13:49:35+0300
Токарь 3 разряда,40000,40000,RUR,Смоленщина,2022-12-20T13:04:05+0300
Электромеханик (Арамиль),,,,Екатеринбург,2022-12-20T13:41:40+0300
BI Reporting Engineer,,,,Краснодар,2022-12-20T13:21:58+0300
Токарь 5 разряда,,,,Дубна,2022-12-20T12:02:12+0300
Senior Python developer,,,,Москва,2022-12-20T12:11:38+0300
Специалист по поддержке портальных решений,,,,Самара,2022-12-20T13:54:14+0300
Сервис менеджер,,,,Москва,2022-12-20T12:12:33+0300
Application Security (специалист по безопасности приложений),,,,Москва,2022-12-20T13:00:05+0300
Токарь,45000,,RUR,Нижний Новгород,2022-12-20T13:40:20+0300
Главный специалист отдела криптографической защиты информации,,,,Москва,2022-12-20T13:45:48+0300
Электромеханик/Старший электромеханик СЦБ,57000,70000,RUR,Барнаул,2022-12-20T13:46:29+0300
Старший системный администратор,,,,Москва,2022-12-20T12:11:37+0300
SSP Lead,,,,Тамбов,2022-12-20T12:03:28+0300
Инженер (обслуживание вычислительной техники),30000,,RUR,Омск,2022-12-20T13:25:20+0300
Ведущий сервисный инженер,,,,Москва,2022-12-20T13:41:30+0300
Токарь 5 разряда (г.Сухой Лог),,61000,RUR,Сухой Лог,2022-12-20T12:39:18+0300
Эксперт 1С (НСИ),,,,Санкт-Петербург,2022-12-20T12:32:59+0300
Системный аналитик/консультант по внедрению кадрового электронного документооборота (КЭДО),,,,Москва,2022-12-20T12:01:11+0300
Главный специалист по архитектуре сетей,,,,Москва,2022-12-20T13:34:05+0300
Заместитель начальника отдела информационно-телекоммуникационного обеспечения,39000,40000,RUR,Рязань,2022-12-20T12:43:32+0300
Сервисный инженер/Системный администратор/Выездной технический специалист,60000,70000,RUR,Голицыно,2022-12-20T12:58:12+0300
Руководитель отдела экспансии (г. Владикавказ),100000,200000,RUR,Краснодар,2022-12-20T12:31:23+0300
Программист 1С,,,,Тюмень,2022-12-20T12:35:50+0300
Руководитель отдела экспансии (г. Владикавказ),100000,200000,RUR,Волгоград,2022-12-20T12:31:23+0300
BI Reporting Engineer,,,,Новосибирск,2022-12-20T13:21:58+0300
Системный аналитик DWH,,,,Санкт-Петербург,2022-12-20T13:10:15+0300
Дизайнер-верстальщик,,,,Москва,2022-12-20T13:12:19+0300
Консультант SAP FI,,,,Воронеж,2022-12-20T12:50:57+0300
Консультант SAP MM/SD,,,,Санкт-Петербург,2022-12-20T12:51:38+0300
QA auto (middle),,,,Москва,2022-12-20T13:04:54+0300
Системный аналитик (senior-teamlead),,,,Москва,2022-12-20T12:33:20+0300
C++ Chromium Developer,,,,Москва,2022-12-20T13:20:48+0300
Фрезеровщик ЧПУ (слесарь),,,,Москва,2022-12-20T12:42:27+0300
Системный аналитик/консультант по внедрению кадрового электронного документооборота (КЭДО),,,,Екатеринбург,2022-12-20T12:26:59+0300
Программист 1С,70000,,RUR,Пятигорск,2022-12-20T13:03:46+0300
Программист 1С,70000,110000,RUR,Челябинск,2022-12-20T12:44:08+0300
"Главный аналитик (анализ продуктов, процессов, проектов КБ)",,,,Москва,2022-12-20T12:45:15+0300
Главный системный администратор Linux (ЕМ),,,,Москва,2022-12-20T12:30:42+0300
Токарь ДИП 200 / ДИП 300,40000,106000,RUR,Чехов,2022-12-20T12:32:01+0300
Системный аналитик/консультант по внедрению кадрового электронного документооборота (КЭДО),,,,Краснодар,2022-12-20T12:26:59+0300
Руководитель отдела экспансии (г. Владикавказ),100000,200000,RUR,Астрахань,2022-12-20T12:31:23+0300
Инженер энергетик 1 категории,30000,,RUR,Уфа,2022-12-20T12:39:48+0300
Инженер-электроник,40000,40000,RUR,Омск,2022-12-20T13:23:56+0300
Системный администратор,,,,Москва,2022-12-20T12:28:54+0300
Middle/Senior Frontend-разработчик Vue.js/Nuxt.js,,,,Ташкент,2022-12-20T12:09:40+0300
Ведущий администратор баз данных,,,,Москва,2022-12-20T12:38:14+0300
Ведущий аналитик (1С:ERP УСО),,,,Нижний Новгород,2022-12-20T12:06:11+0300
Android разработчик Middle,200000,250000,RUR,Москва,2022-12-20T12:04:58+0300
Слесарь-механик,40000,60000,RUR,Нижний Новгород,2022-12-20T13:47:45+0300
Ведущий аналитик (1С ERP:Управление строительной организацией),,,,Санкт-Петербург,2022-12-20T12:06:11+0300
Консультант SAP FI,,,,Москва,2022-12-20T12:50:38+0300
Инженер по тестированию (автоматизация мобильного приложения),,,,Москва,2022-12-20T13:05:31+0300
Ведущий аналитик (УСО),,,,Москва,2022-12-20T12:06:11+0300
Главный механик (Транспортное управление),,,,Альметьевск,2022-12-20T13:41:19+0300
Бизнес-аналитик (отчетность DWH),,,,Ростов-на-Дону,2022-12-20T13:10:15+0300
Монтажник слаботочных систем,64000,64000,RUR,Москва,2022-12-20T13:15:39+0300
Системный аналитик/консультант по внедрению кадрового электронного документооборота (КЭДО),,,,Липецк,2022-12-20T12:26:59+0300
Системный администратор (СУБД Oracle),,,,Москва,2022-12-20T13:43:26+0300
Руководитель направления отдела мониторинга и реагирования на инциденты ИБ (SOC),,,,Красноярск,2022-12-20T13:40:36+0300
Разработчик ETL,,,,Ростов-на-Дону,2022-12-20T13:10:15+0300
System Architect (разработка системы активации приложений),,,,Москва,2022-12-20T12:33:43+0300
QA Auto Engineer / Главный специалист по автоматизированному тестированию,,,,Москва,2022-12-20T12:38:25+0300
